Time (ms),3xAA,4xAA,2xAA,Time (minutes),3xAA (V),4xAA (V),2xAA (V)
18645026,485,615,422,310.7504333333,2.3681640625,3.0029296875,2.060546875
18650028,485,615,422,310.8338,2.3681640625,3.0029296875,2.060546875
18655029,484,615,421,310.91715,2.36328125,3.0029296875,2.0556640625
18660030,484,615,423,311.0005,2.36328125,3.0029296875,2.0654296875
18665031,484,615,420,311.08385,2.36328125,3.0029296875,2.05078125
18670032,484,615,423,311.1672,2.36328125,3.0029296875,2.0654296875
18675034,484,615,420,311.2505666667,2.36328125,3.0029296875,2.05078125
18680036,484,615,423,311.3339333333,2.36328125,3.0029296875,2.0654296875
18685037,484,615,424,311.4172833333,2.36328125,3.0029296875,2.0703125
18690038,484,615,421,311.5006333333,2.36328125,3.0029296875,2.0556640625
18695040,484,615,423,311.584,2.36328125,3.0029296875,2.0654296875
18700041,485,615,423,311.66735,2.3681640625,3.0029296875,2.0654296875
18705042,484,614,421,311.7507,2.36328125,2.998046875,2.0556640625
18710044,485,614,421,311.8340666667,2.3681640625,2.998046875,2.0556640625
18715045,484,614,421,311.9174166667,2.36328125,2.998046875,2.0556640625
18720047,484,614,424,312.0007833333,2.36328125,2.998046875,2.0703125
18725048,484,614,422,312.0841333333,2.36328125,2.998046875,2.060546875
18730049,485,614,420,312.1674833333,2.3681640625,2.998046875,2.05078125
18735050,484,614,423,312.2508333333,2.36328125,2.998046875,2.0654296875
18740052,484,614,421,312.3342,2.36328125,2.998046875,2.0556640625
18745054,484,614,422,312.4175666667,2.36328125,2.998046875,2.060546875
18750055,484,614,421,312.5009166667,2.36328125,2.998046875,2.0556640625
18755056,484,613,421,312.5842666667,2.36328125,2.9931640625,2.0556640625
18760057,484,613,420,312.6676166667,2.36328125,2.9931640625,2.05078125
18765059,484,613,424,312.7509833333,2.36328125,2.9931640625,2.0703125
18770060,484,613,420,312.8343333333,2.36328125,2.9931640625,2.05078125
18775062,484,613,420,312.9177,2.36328125,2.9931640625,2.05078125
18780063,484,613,421,313.00105,2.36328125,2.9931640625,2.0556640625
18785064,485,613,421,313.0844,2.3681640625,2.9931640625,2.0556640625
18790066,484,613,420,313.1677666667,2.36328125,2.9931640625,2.05078125
18795067,484,613,422,313.2511166667,2.36328125,2.9931640625,2.060546875
18800068,484,613,424,313.3344666667,2.36328125,2.9931640625,2.0703125
18805070,484,613,420,313.4178333333,2.36328125,2.9931640625,2.05078125
18810072,484,613,422,313.5012,2.36328125,2.9931640625,2.060546875
18815073,484,613,420,313.58455,2.36328125,2.9931640625,2.05078125
18820074,484,612,422,313.6679,2.36328125,2.98828125,2.060546875
18825075,484,613,420,313.75125,2.36328125,2.9931640625,2.05078125
18830076,484,612,422,313.8346,2.36328125,2.98828125,2.060546875
18835079,484,612,421,313.9179833333,2.36328125,2.98828125,2.0556640625
18840080,484,612,420,314.0013333333,2.36328125,2.98828125,2.05078125
18845081,484,612,420,314.0846833333,2.36328125,2.98828125,2.05078125
18850082,484,612,424,314.1680333333,2.36328125,2.98828125,2.0703125
18855084,484,612,420,314.2514,2.36328125,2.98828125,2.05078125
18860085,484,612,423,314.33475,2.36328125,2.98828125,2.0654296875
18865086,483,612,421,314.4181,2.3583984375,2.98828125,2.0556640625
18870088,484,612,420,314.5014666667,2.36328125,2.98828125,2.05078125
18875089,484,612,421,314.5848166667,2.36328125,2.98828125,2.0556640625
18880091,484,611,421,314.6681833333,2.36328125,2.9833984375,2.0556640625
18885092,484,611,420,314.7515333333,2.36328125,2.9833984375,2.05078125
18890093,484,611,421,314.8348833333,2.36328125,2.9833984375,2.0556640625
18895094,484,611,422,314.9182333333,2.36328125,2.9833984375,2.060546875
18900097,484,611,421,315.0016166667,2.36328125,2.9833984375,2.0556640625
18905098,483,611,422,315.0849666667,2.3583984375,2.9833984375,2.060546875
18910099,484,611,421,315.1683166667,2.36328125,2.9833984375,2.0556640625
18915100,484,611,423,315.2516666667,2.36328125,2.9833984375,2.0654296875
18920101,484,611,420,315.3350166667,2.36328125,2.9833984375,2.05078125
18925103,484,611,421,315.4183833333,2.36328125,2.9833984375,2.0556640625
18930105,484,611,421,315.50175,2.36328125,2.9833984375,2.0556640625
18935106,483,611,420,315.5851,2.3583984375,2.9833984375,2.05078125
18940107,484,611,420,315.66845,2.36328125,2.9833984375,2.05078125
18945108,483,610,420,315.7518,2.3583984375,2.978515625,2.05078125
18950110,483,610,420,315.8351666667,2.3583984375,2.978515625,2.05078125
18955111,483,610,420,315.9185166667,2.3583984375,2.978515625,2.05078125
18960112,483,610,420,316.0018666667,2.3583984375,2.978515625,2.05078125
18965114,484,610,421,316.0852333333,2.36328125,2.978515625,2.0556640625
18970116,483,610,422,316.1686,2.3583984375,2.978515625,2.060546875
18975117,484,610,421,316.25195,2.36328125,2.978515625,2.0556640625
18980118,483,610,419,316.3353,2.3583984375,2.978515625,2.0458984375
18985119,483,610,421,316.41865,2.3583984375,2.978515625,2.0556640625
18990120,484,609,421,316.502,2.36328125,2.9736328125,2.0556640625
18995123,484,609,421,316.5853833333,2.36328125,2.9736328125,2.0556640625
19000124,483,610,420,316.6687333333,2.3583984375,2.978515625,2.05078125
19005125,483,609,420,316.7520833333,2.3583984375,2.9736328125,2.05078125
19010126,483,609,421,316.8354333333,2.3583984375,2.9736328125,2.0556640625
19015128,483,609,424,316.9188,2.3583984375,2.9736328125,2.0703125
19020129,483,609,423,317.00215,2.3583984375,2.9736328125,2.0654296875
19025131,483,609,420,317.0855166667,2.3583984375,2.9736328125,2.05078125
19030132,483,609,420,317.1688666667,2.3583984375,2.9736328125,2.05078125
19035133,483,609,422,317.2522166667,2.3583984375,2.9736328125,2.060546875
19040135,483,609,423,317.3355833333,2.3583984375,2.9736328125,2.0654296875
19045136,483,609,423,317.4189333333,2.3583984375,2.9736328125,2.0654296875
19050137,483,609,420,317.5022833333,2.3583984375,2.9736328125,2.05078125
19055139,484,608,420,317.58565,2.36328125,2.96875,2.05078125
19060141,483,609,421,317.6690166667,2.3583984375,2.9736328125,2.0556640625
19065142,483,608,420,317.7523666667,2.3583984375,2.96875,2.05078125
19070143,483,608,423,317.8357166667,2.3583984375,2.96875,2.0654296875
19075144,484,608,420,317.9190666667,2.36328125,2.96875,2.05078125
19080145,483,608,423,318.0024166667,2.3583984375,2.96875,2.0654296875
19085147,483,608,421,318.0857833333,2.3583984375,2.96875,2.0556640625
19090149,483,608,423,318.16915,2.3583984375,2.96875,2.0654296875
19095150,483,608,421,318.2525,2.3583984375,2.96875,2.0556640625
19100151,483,608,423,318.33585,2.3583984375,2.96875,2.0654296875
19105153,483,608,420,318.4192166667,2.3583984375,2.96875,2.05078125
19110154,483,607,420,318.5025666667,2.3583984375,2.9638671875,2.05078125
19115155,483,607,420,318.5859166667,2.3583984375,2.9638671875,2.05078125
19120157,483,608,422,318.6692833333,2.3583984375,2.96875,2.060546875
19125158,483,607,420,318.7526333333,2.3583984375,2.9638671875,2.05078125
19130160,483,607,421,318.836,2.3583984375,2.9638671875,2.0556640625
19135161,483,607,420,318.91935,2.3583984375,2.9638671875,2.05078125
19140162,483,607,420,319.0027,2.3583984375,2.9638671875,2.05078125
19145163,483,606,420,319.08605,2.3583984375,2.958984375,2.05078125
19150166,483,607,420,319.1694333333,2.3583984375,2.9638671875,2.05078125
19155167,483,607,420,319.2527833333,2.3583984375,2.9638671875,2.05078125
19160168,482,607,423,319.3361333333,2.353515625,2.9638671875,2.0654296875
19165169,483,607,420,319.4194833333,2.3583984375,2.9638671875,2.05078125
19170170,483,607,420,319.5028333333,2.3583984375,2.9638671875,2.05078125
19175172,483,606,420,319.5862,2.3583984375,2.958984375,2.05078125
19180174,483,606,421,319.6695666667,2.3583984375,2.958984375,2.0556640625
19185175,483,606,423,319.7529166667,2.3583984375,2.958984375,2.0654296875
19190176,483,606,420,319.8362666667,2.3583984375,2.958984375,2.05078125
19195177,482,606,423,319.9196166667,2.353515625,2.958984375,2.0654296875
19200179,483,606,420,320.0029833333,2.3583984375,2.958984375,2.05078125
19205180,483,606,421,320.0863333333,2.3583984375,2.958984375,2.0556640625
19210181,483,606,421,320.1696833333,2.3583984375,2.958984375,2.0556640625
19215183,482,606,421,320.25305,2.353515625,2.958984375,2.0556640625
19220185,483,606,423,320.3364166667,2.3583984375,2.958984375,2.0654296875
19225186,482,606,422,320.4197666667,2.353515625,2.958984375,2.060546875
19230187,483,605,423,320.5031166667,2.3583984375,2.9541015625,2.0654296875
19235188,483,606,421,320.5864666667,2.3583984375,2.958984375,2.0556640625
19240189,483,606,421,320.6698166667,2.3583984375,2.958984375,2.0556640625
19245192,482,605,420,320.7532,2.353515625,2.9541015625,2.05078125
19250193,482,605,420,320.83655,2.353515625,2.9541015625,2.05078125
19255194,483,605,422,320.9199,2.3583984375,2.9541015625,2.060546875
19260195,482,605,420,321.00325,2.353515625,2.9541015625,2.05078125
19265197,483,605,420,321.0866166667,2.3583984375,2.9541015625,2.05078125
19270198,483,605,423,321.1699666667,2.3583984375,2.9541015625,2.0654296875
19275200,483,605,423,321.2533333333,2.3583984375,2.9541015625,2.0654296875
19280201,483,605,419,321.3366833333,2.3583984375,2.9541015625,2.0458984375
19285202,483,604,423,321.4200333333,2.3583984375,2.94921875,2.0654296875
19290204,482,605,421,321.5034,2.353515625,2.9541015625,2.0556640625
19295205,483,605,420,321.58675,2.3583984375,2.9541015625,2.05078125
19300206,482,604,424,321.6701,2.353515625,2.94921875,2.0703125
19305207,482,605,423,321.75345,2.353515625,2.9541015625,2.0654296875
19310210,482,604,424,321.8368333333,2.353515625,2.94921875,2.0703125
19315211,482,604,420,321.9201833333,2.353515625,2.94921875,2.05078125
19320212,482,604,422,322.0035333333,2.353515625,2.94921875,2.060546875
19325213,482,603,424,322.0868833333,2.353515625,2.9443359375,2.0703125
19330214,483,604,420,322.1702333333,2.3583984375,2.94921875,2.05078125
19335216,482,604,419,322.2536,2.353515625,2.94921875,2.0458984375
19340218,483,604,420,322.3369666667,2.3583984375,2.94921875,2.05078125
19345219,482,604,421,322.4203166667,2.353515625,2.94921875,2.0556640625
19350220,482,604,419,322.5036666667,2.353515625,2.94921875,2.0458984375
19355222,482,604,421,322.5870333333,2.353515625,2.94921875,2.0556640625
19360223,482,603,421,322.6703833333,2.353515625,2.9443359375,2.0556640625
19365224,482,603,423,322.7537333333,2.353515625,2.9443359375,2.0654296875
19370226,482,603,421,322.8371,2.353515625,2.9443359375,2.0556640625
19375227,482,603,420,322.92045,2.353515625,2.9443359375,2.05078125
19380229,482,604,421,323.0038166667,2.353515625,2.94921875,2.0556640625
19385230,482,603,420,323.0871666667,2.353515625,2.9443359375,2.05078125
19390231,482,603,420,323.1705166667,2.353515625,2.9443359375,2.05078125
19395232,482,603,419,323.2538666667,2.353515625,2.9443359375,2.0458984375
19400233,482,603,421,323.3372166667,2.353515625,2.9443359375,2.0556640625
19405236,482,602,421,323.4206,2.353515625,2.939453125,2.0556640625
19410237,482,602,420,323.50395,2.353515625,2.939453125,2.05078125
19415238,482,602,424,323.5873,2.353515625,2.939453125,2.0703125
19420239,482,602,420,323.67065,2.353515625,2.939453125,2.05078125
19425241,482,602,420,323.7540166667,2.353515625,2.939453125,2.05078125
19430242,482,602,420,323.8373666667,2.353515625,2.939453125,2.05078125
19435244,482,601,420,323.9207333333,2.353515625,2.9345703125,2.05078125
19440245,482,602,424,324.0040833333,2.353515625,2.939453125,2.0703125
19445246,482,601,420,324.0874333333,2.353515625,2.9345703125,2.05078125
19450248,482,602,422,324.1708,2.353515625,2.939453125,2.060546875
19455249,482,601,420,324.25415,2.353515625,2.9345703125,2.05078125
19460250,482,601,420,324.3375,2.353515625,2.9345703125,2.05078125
19465252,482,602,420,324.4208666667,2.353515625,2.939453125,2.05078125
19470254,482,601,420,324.5042333333,2.353515625,2.9345703125,2.05078125
19475255,482,602,420,324.5875833333,2.353515625,2.939453125,2.05078125
19480256,482,601,420,324.6709333333,2.353515625,2.9345703125,2.05078125
19485257,482,601,420,324.7542833333,2.353515625,2.9345703125,2.05078125
19490258,482,601,423,324.8376333333,2.353515625,2.9345703125,2.0654296875
19495261,482,601,421,324.9210166667,2.353515625,2.9345703125,2.0556640625
19500262,481,601,420,325.0043666667,2.3486328125,2.9345703125,2.05078125
19505263,481,600,423,325.0877166667,2.3486328125,2.9296875,2.0654296875
19510264,482,601,420,325.1710666667,2.353515625,2.9345703125,2.05078125
19515266,482,600,422,325.2544333333,2.353515625,2.9296875,2.060546875
19520267,482,600,421,325.3377833333,2.353515625,2.9296875,2.0556640625
19525268,481,601,421,325.4211333333,2.3486328125,2.9345703125,2.0556640625
19530270,482,600,420,325.5045,2.353515625,2.9296875,2.05078125
19535271,482,600,420,325.58785,2.353515625,2.9296875,2.05078125
19540273,482,600,420,325.6712166667,2.353515625,2.9296875,2.05078125
19545274,482,600,419,325.7545666667,2.353515625,2.9296875,2.0458984375
19550275,481,600,423,325.8379166667,2.3486328125,2.9296875,2.0654296875
19555276,482,599,420,325.9212666667,2.353515625,2.9248046875,2.05078125
19560279,482,600,422,326.00465,2.353515625,2.9296875,2.060546875
19565280,482,599,423,326.088,2.353515625,2.9248046875,2.0654296875
19570281,482,599,419,326.17135,2.353515625,2.9248046875,2.0458984375
19575282,482,599,420,326.2547,2.353515625,2.9248046875,2.05078125
19580283,482,599,421,326.33805,2.353515625,2.9248046875,2.0556640625
19585285,482,600,420,326.4214166667,2.353515625,2.9296875,2.05078125
19590287,482,599,421,326.5047833333,2.353515625,2.9248046875,2.0556640625
19595288,482,599,420,326.5881333333,2.353515625,2.9248046875,2.05078125
19600289,481,599,420,326.6714833333,2.3486328125,2.9248046875,2.05078125
19605291,482,599,420,326.75485,2.353515625,2.9248046875,2.05078125
19610292,481,599,419,326.8382,2.3486328125,2.9248046875,2.0458984375
19615293,481,599,419,326.92155,2.3486328125,2.9248046875,2.0458984375
19620294,481,599,420,327.0049,2.3486328125,2.9248046875,2.05078125
19625296,481,598,419,327.0882666667,2.3486328125,2.919921875,2.0458984375
19630298,482,599,419,327.1716333333,2.353515625,2.9248046875,2.0458984375
19635299,481,598,420,327.2549833333,2.3486328125,2.919921875,2.05078125
19640300,481,598,420,327.3383333333,2.3486328125,2.919921875,2.05078125
19645301,481,598,420,327.4216833333,2.3486328125,2.919921875,2.05078125
19650302,482,598,420,327.5050333333,2.353515625,2.919921875,2.05078125
19655305,481,598,419,327.5884166667,2.3486328125,2.919921875,2.0458984375
19660306,482,598,420,327.6717666667,2.353515625,2.919921875,2.05078125
19665307,481,598,420,327.7551166667,2.3486328125,2.919921875,2.05078125
19670308,482,598,419,327.8384666667,2.353515625,2.919921875,2.0458984375
19675310,481,598,420,327.9218333333,2.3486328125,2.919921875,2.05078125
19680311,481,597,420,328.0051833333,2.3486328125,2.9150390625,2.05078125
19685313,482,598,422,328.08855,2.353515625,2.919921875,2.060546875
19690314,482,598,420,328.1719,2.353515625,2.919921875,2.05078125
19695315,481,598,420,328.25525,2.3486328125,2.919921875,2.05078125
19700317,481,597,422,328.3386166667,2.3486328125,2.9150390625,2.060546875
19705318,481,597,420,328.4219666667,2.3486328125,2.9150390625,2.05078125
19710319,481,597,422,328.5053166667,2.3486328125,2.9150390625,2.060546875
19715320,481,597,420,328.5886666667,2.3486328125,2.9150390625,2.05078125
19720323,481,597,419,328.67205,2.3486328125,2.9150390625,2.0458984375
19725324,481,597,420,328.7554,2.3486328125,2.9150390625,2.05078125
19730325,482,597,420,328.83875,2.353515625,2.9150390625,2.05078125
19735326,481,597,421,328.9221,2.3486328125,2.9150390625,2.0556640625
19740327,481,597,421,329.00545,2.3486328125,2.9150390625,2.0556640625
19745329,481,596,419,329.0888166667,2.3486328125,2.91015625,2.0458984375
19750331,481,596,424,329.1721833333,2.3486328125,2.91015625,2.0703125
19755332,481,596,421,329.2555333333,2.3486328125,2.91015625,2.0556640625
19760333,482,596,423,329.3388833333,2.353515625,2.91015625,2.0654296875
19765335,481,596,421,329.42225,2.3486328125,2.91015625,2.0556640625
19770336,481,596,421,329.5056,2.3486328125,2.91015625,2.0556640625
19775337,481,596,420,329.58895,2.3486328125,2.91015625,2.05078125
19780339,481,596,422,329.6723166667,2.3486328125,2.91015625,2.060546875
19785340,481,596,420,329.7556666667,2.3486328125,2.91015625,2.05078125
19790342,481,596,421,329.8390333333,2.3486328125,2.91015625,2.0556640625
19795343,481,596,421,329.9223833333,2.3486328125,2.91015625,2.0556640625
19800344,481,595,419,330.0057333333,2.3486328125,2.9052734375,2.0458984375
19805345,481,596,419,330.0890833333,2.3486328125,2.91015625,2.0458984375
19810347,481,595,420,330.17245,2.3486328125,2.9052734375,2.05078125
19815349,481,595,420,330.2558166667,2.3486328125,2.9052734375,2.05078125
19820350,481,595,420,330.3391666667,2.3486328125,2.9052734375,2.05078125
19825351,481,595,420,330.4225166667,2.3486328125,2.9052734375,2.05078125
19830352,481,595,420,330.5058666667,2.3486328125,2.9052734375,2.05078125
19835354,481,595,420,330.5892333333,2.3486328125,2.9052734375,2.05078125
19840355,481,595,423,330.6725833333,2.3486328125,2.9052734375,2.0654296875
19845357,481,595,419,330.75595,2.3486328125,2.9052734375,2.0458984375
19850358,481,595,421,330.8393,2.3486328125,2.9052734375,2.0556640625
19855360,481,595,420,330.9226666667,2.3486328125,2.9052734375,2.05078125
19860361,481,595,420,331.0060166667,2.3486328125,2.9052734375,2.05078125
19865362,481,594,419,331.0893666667,2.3486328125,2.900390625,2.0458984375
19870363,481,595,420,331.1727166667,2.3486328125,2.9052734375,2.05078125
19875365,481,594,420,331.2560833333,2.3486328125,2.900390625,2.05078125
19880367,481,594,420,331.33945,2.3486328125,2.900390625,2.05078125
19885368,481,594,420,331.4228,2.3486328125,2.900390625,2.05078125
19890369,481,594,420,331.50615,2.3486328125,2.900390625,2.05078125
19895370,481,594,423,331.5895,2.3486328125,2.900390625,2.0654296875
19900371,481,593,420,331.67285,2.3486328125,2.8955078125,2.05078125
19905373,480,594,420,331.7562166667,2.34375,2.900390625,2.05078125
19910375,481,594,420,331.8395833333,2.3486328125,2.900390625,2.05078125
19915376,481,593,423,331.9229333333,2.3486328125,2.8955078125,2.0654296875
19920377,481,593,419,332.0062833333,2.3486328125,2.8955078125,2.0458984375
19925379,481,593,421,332.08965,2.3486328125,2.8955078125,2.0556640625
19930380,480,593,419,332.173,2.34375,2.8955078125,2.0458984375
19935381,480,593,419,332.25635,2.34375,2.8955078125,2.0458984375
19940383,481,593,420,332.3397166667,2.3486328125,2.8955078125,2.05078125
19945384,481,592,423,332.4230666667,2.3486328125,2.890625,2.0654296875
19950386,480,592,420,332.5064333333,2.34375,2.890625,2.05078125
19955387,480,592,421,332.5897833333,2.34375,2.890625,2.0556640625
19960388,480,592,419,332.6731333333,2.34375,2.890625,2.0458984375
19965389,481,592,419,332.7564833333,2.3486328125,2.890625,2.0458984375
19970392,480,592,420,332.8398666667,2.34375,2.890625,2.05078125
19975393,480,592,421,332.9232166667,2.34375,2.890625,2.0556640625
19980394,480,592,421,333.0065666667,2.34375,2.890625,2.0556640625
19985395,480,592,422,333.0899166667,2.34375,2.890625,2.060546875
19990396,480,592,419,333.1732666667,2.34375,2.890625,2.0458984375
19995398,480,592,420,333.2566333333,2.34375,2.890625,2.05078125
20000399,480,592,419,333.3399833333,2.34375,2.890625,2.0458984375
20005401,480,591,420,333.42335,2.34375,2.8857421875,2.05078125
20010402,480,591,419,333.5067,2.34375,2.8857421875,2.0458984375
20015404,480,591,420,333.5900666667,2.34375,2.8857421875,2.05078125
20020405,480,591,419,333.6734166667,2.34375,2.8857421875,2.0458984375
20025406,480,591,419,333.7567666667,2.34375,2.8857421875,2.0458984375
20030407,480,591,421,333.8401166667,2.34375,2.8857421875,2.0556640625
20035409,480,591,420,333.9234833333,2.34375,2.8857421875,2.05078125
20040411,480,591,423,334.00685,2.34375,2.8857421875,2.0654296875
20045412,480,591,420,334.0902,2.34375,2.8857421875,2.05078125
20050413,480,591,422,334.17355,2.34375,2.8857421875,2.060546875
20055414,480,591,419,334.2569,2.34375,2.8857421875,2.0458984375
20060416,480,591,420,334.3402666667,2.34375,2.8857421875,2.05078125
20065418,480,590,420,334.4236333333,2.34375,2.880859375,2.05078125
20070419,480,591,419,334.5069833333,2.34375,2.8857421875,2.0458984375
20075420,480,590,419,334.5903333333,2.34375,2.880859375,2.0458984375
20080421,480,590,423,334.6736833333,2.34375,2.880859375,2.0654296875
20085423,480,591,420,334.75705,2.34375,2.8857421875,2.05078125
20090424,480,590,419,334.8404,2.34375,2.880859375,2.0458984375
20095425,480,590,420,334.92375,2.34375,2.880859375,2.05078125
20100427,480,590,419,335.0071166667,2.34375,2.880859375,2.0458984375
20105428,480,589,420,335.0904666667,2.34375,2.8759765625,2.05078125
20110430,480,590,422,335.1738333333,2.34375,2.880859375,2.060546875
20115431,480,590,421,335.2571833333,2.34375,2.880859375,2.0556640625
20120432,480,590,419,335.3405333333,2.34375,2.880859375,2.0458984375
20125433,480,590,420,335.4238833333,2.34375,2.880859375,2.05078125
20130436,480,589,419,335.5072666667,2.34375,2.8759765625,2.0458984375
20135437,480,590,420,335.5906166667,2.34375,2.880859375,2.05078125
20140438,480,589,420,335.6739666667,2.34375,2.8759765625,2.05078125
20145439,480,589,419,335.7573166667,2.34375,2.8759765625,2.0458984375
20150440,480,589,419,335.8406666667,2.34375,2.8759765625,2.0458984375
20155442,480,589,421,335.9240333333,2.34375,2.8759765625,2.0556640625
20160444,480,589,419,336.0074,2.34375,2.8759765625,2.0458984375
20165445,480,588,419,336.09075,2.34375,2.87109375,2.0458984375
20170446,480,588,422,336.1741,2.34375,2.87109375,2.060546875
20175448,480,588,419,336.2574666667,2.34375,2.87109375,2.0458984375
20180449,479,588,423,336.3408166667,2.3388671875,2.87109375,2.0654296875
20185450,480,588,419,336.4241666667,2.34375,2.87109375,2.0458984375
20190451,480,588,419,336.5075166667,2.34375,2.87109375,2.0458984375
20195453,480,588,419,336.5908833333,2.34375,2.87109375,2.0458984375
20200455,480,588,419,336.67425,2.34375,2.87109375,2.0458984375
20205456,480,588,423,336.7576,2.34375,2.87109375,2.0654296875
20210457,480,588,420,336.84095,2.34375,2.87109375,2.05078125
20215458,480,587,420,336.9243,2.34375,2.8662109375,2.05078125
20220460,480,588,421,337.0076666667,2.34375,2.87109375,2.0556640625
20225462,480,587,420,337.0910333333,2.34375,2.8662109375,2.05078125
20230463,480,587,420,337.1743833333,2.34375,2.8662109375,2.05078125
20235464,479,587,419,337.2577333333,2.3388671875,2.8662109375,2.0458984375
20240465,479,587,422,337.3410833333,2.3388671875,2.8662109375,2.060546875
20245467,480,587,419,337.42445,2.34375,2.8662109375,2.0458984375
20250468,480,587,419,337.5078,2.34375,2.8662109375,2.0458984375
20255470,479,587,420,337.5911666667,2.3388671875,2.8662109375,2.05078125
20260471,480,587,419,337.6745166667,2.34375,2.8662109375,2.0458984375
20265473,480,586,419,337.7578833333,2.34375,2.861328125,2.0458984375
20270474,480,586,423,337.8412333333,2.34375,2.861328125,2.0654296875
20275475,480,587,419,337.9245833333,2.34375,2.8662109375,2.0458984375
20280476,479,586,420,338.0079333333,2.3388671875,2.861328125,2.05078125
20285477,480,586,422,338.0912833333,2.34375,2.861328125,2.060546875
20290480,480,586,419,338.1746666667,2.34375,2.861328125,2.0458984375
20295481,479,586,421,338.2580166667,2.3388671875,2.861328125,2.0556640625
20300482,479,586,419,338.3413666667,2.3388671875,2.861328125,2.0458984375
20305483,480,586,421,338.4247166667,2.34375,2.861328125,2.0556640625
20310484,480,585,420,338.5080666667,2.34375,2.8564453125,2.05078125
20315486,479,585,420,338.5914333333,2.3388671875,2.8564453125,2.05078125
20320488,480,585,419,338.6748,2.34375,2.8564453125,2.0458984375
20325489,479,586,420,338.75815,2.3388671875,2.861328125,2.05078125
20330490,479,584,422,338.8415,2.3388671875,2.8515625,2.060546875
20335492,479,585,419,338.9248666667,2.3388671875,2.8564453125,2.0458984375
20340493,479,585,419,339.0082166667,2.3388671875,2.8564453125,2.0458984375
20345494,480,585,419,339.0915666667,2.34375,2.8564453125,2.0458984375
20350496,479,584,419,339.1749333333,2.3388671875,2.8515625,2.0458984375
20355497,479,584,420,339.2582833333,2.3388671875,2.8515625,2.05078125
20360499,479,585,420,339.34165,2.3388671875,2.8564453125,2.05078125
20365500,479,585,423,339.425,2.3388671875,2.8564453125,2.0654296875
20370501,479,584,419,339.50835,2.3388671875,2.8515625,2.0458984375
20375502,479,584,419,339.5917,2.3388671875,2.8515625,2.0458984375
20380505,479,584,419,339.6750833333,2.3388671875,2.8515625,2.0458984375
20385506,479,584,418,339.7584333333,2.3388671875,2.8515625,2.041015625
20390507,480,584,420,339.8417833333,2.34375,2.8515625,2.05078125
20395508,479,583,423,339.9251333333,2.3388671875,2.8466796875,2.0654296875
20400509,479,583,419,340.0084833333,2.3388671875,2.8466796875,2.0458984375
20405511,479,583,420,340.09185,2.3388671875,2.8466796875,2.05078125
20410512,480,584,420,340.1752,2.34375,2.8515625,2.05078125
20415514,479,584,421,340.2585666667,2.3388671875,2.8515625,2.0556640625
20420515,479,583,422,340.3419166667,2.3388671875,2.8466796875,2.060546875
20425517,479,583,423,340.4252833333,2.3388671875,2.8466796875,2.0654296875
20430518,479,583,420,340.5086333333,2.3388671875,2.8466796875,2.05078125
20435519,480,583,419,340.5919833333,2.34375,2.8466796875,2.0458984375
20440520,479,583,422,340.6753333333,2.3388671875,2.8466796875,2.060546875
20445522,479,583,419,340.7587,2.3388671875,2.8466796875,2.0458984375
20450524,479,583,422,340.8420666667,2.3388671875,2.8466796875,2.060546875
20455525,479,583,421,340.9254166667,2.3388671875,2.8466796875,2.0556640625
20460526,479,582,420,341.0087666667,2.3388671875,2.841796875,2.05078125
20465527,480,582,422,341.0921166667,2.34375,2.841796875,2.060546875
20470529,479,582,421,341.1754833333,2.3388671875,2.841796875,2.0556640625
20475531,479,582,420,341.25885,2.3388671875,2.841796875,2.05078125
20480532,479,582,420,341.3422,2.3388671875,2.841796875,2.05078125
20485533,480,582,419,341.42555,2.34375,2.841796875,2.0458984375
20490534,479,582,420,341.5089,2.3388671875,2.841796875,2.05078125
20495536,479,582,419,341.5922666667,2.3388671875,2.841796875,2.0458984375
20500537,479,581,422,341.6756166667,2.3388671875,2.8369140625,2.060546875
20505538,479,581,419,341.7589666667,2.3388671875,2.8369140625,2.0458984375
20510540,479,581,420,341.8423333333,2.3388671875,2.8369140625,2.05078125
20515542,479,581,421,341.9257,2.3388671875,2.8369140625,2.0556640625
20520543,479,581,419,342.00905,2.3388671875,2.8369140625,2.0458984375
20525544,479,581,419,342.0924,2.3388671875,2.8369140625,2.0458984375
20530545,479,581,419,342.17575,2.3388671875,2.8369140625,2.0458984375
20535546,479,581,421,342.2591,2.3388671875,2.8369140625,2.0556640625
20540549,479,581,419,342.3424833333,2.3388671875,2.8369140625,2.0458984375
20545550,479,580,419,342.4258333333,2.3388671875,2.83203125,2.0458984375
20550551,479,580,419,342.5091833333,2.3388671875,2.83203125,2.0458984375
20555552,479,581,419,342.5925333333,2.3388671875,2.8369140625,2.0458984375
20560553,479,580,422,342.6758833333,2.3388671875,2.83203125,2.060546875
20565555,479,580,419,342.75925,2.3388671875,2.83203125,2.0458984375
20570557,479,580,419,342.8426166667,2.3388671875,2.83203125,2.0458984375
20575558,479,580,419,342.9259666667,2.3388671875,2.83203125,2.0458984375
20580559,479,580,420,343.0093166667,2.3388671875,2.83203125,2.05078125
20585561,479,580,421,343.0926833333,2.3388671875,2.83203125,2.0556640625
20590562,479,579,420,343.1760333333,2.3388671875,2.8271484375,2.05078125
20595563,479,579,420,343.2593833333,2.3388671875,2.8271484375,2.05078125
20600564,479,579,420,343.3427333333,2.3388671875,2.8271484375,2.05078125
