Time (ms),3xAA,4xAA,2xAA,Time (minutes),3xAA (V),4xAA (V),2xAA (V)
5651492,892,735,495,94.1915333333,4.35546875,3.5888671875,2.4169921875
5656494,892,735,488,94.2749,4.35546875,3.5888671875,2.3828125
5661495,892,735,487,94.35825,4.35546875,3.5888671875,2.3779296875
5666496,892,735,487,94.4416,4.35546875,3.5888671875,2.3779296875
5671498,892,735,487,94.5249666667,4.35546875,3.5888671875,2.3779296875
5676499,892,735,487,94.6083166667,4.35546875,3.5888671875,2.3779296875
5681501,892,735,487,94.6916833333,4.35546875,3.5888671875,2.3779296875
5686502,891,735,486,94.7750333333,4.3505859375,3.5888671875,2.373046875
5691503,891,735,486,94.8583833333,4.3505859375,3.5888671875,2.373046875
5696504,892,735,486,94.9417333333,4.35546875,3.5888671875,2.373046875
5701506,892,735,493,95.0251,4.35546875,3.5888671875,2.4072265625
5706507,892,735,494,95.10845,4.35546875,3.5888671875,2.412109375
5711508,891,735,485,95.1918,4.3505859375,3.5888671875,2.3681640625
5716510,892,735,492,95.2751666667,4.35546875,3.5888671875,2.40234375
5721511,892,735,485,95.3585166667,4.35546875,3.5888671875,2.3681640625
5726513,891,734,485,95.4418833333,4.3505859375,3.583984375,2.3681640625
5731514,892,734,484,95.5252333333,4.35546875,3.583984375,2.36328125
5736515,891,734,492,95.6085833333,4.3505859375,3.583984375,2.40234375
5741516,892,734,484,95.6919333333,4.35546875,3.583984375,2.36328125
5746518,891,734,485,95.7753,4.3505859375,3.583984375,2.3681640625
5751519,891,734,490,95.85865,4.3505859375,3.583984375,2.392578125
5756520,891,734,484,95.942,4.3505859375,3.583984375,2.36328125
5761522,891,734,483,96.0253666667,4.3505859375,3.583984375,2.3583984375
5766523,891,734,483,96.1087166667,4.3505859375,3.583984375,2.3583984375
5771525,891,734,483,96.1920833333,4.3505859375,3.583984375,2.3583984375
5776526,891,734,483,96.2754333333,4.3505859375,3.583984375,2.3583984375
5781527,891,734,489,96.3587833333,4.3505859375,3.583984375,2.3876953125
5786528,890,734,483,96.4421333333,4.345703125,3.583984375,2.3583984375
5791529,890,734,483,96.5254833333,4.345703125,3.583984375,2.3583984375
5796531,891,734,483,96.60885,4.3505859375,3.583984375,2.3583984375
5801532,891,734,488,96.6922,4.3505859375,3.583984375,2.3828125
5806534,890,734,488,96.7755666667,4.345703125,3.583984375,2.3828125
5811535,890,733,482,96.8589166667,4.345703125,3.5791015625,2.353515625
5816537,890,733,481,96.9422833333,4.345703125,3.5791015625,2.3486328125
5821538,890,734,488,97.0256333333,4.345703125,3.583984375,2.3828125
5826539,890,734,489,97.1089833333,4.345703125,3.583984375,2.3876953125
5831540,890,733,488,97.1923333333,4.345703125,3.5791015625,2.3828125
5836541,890,734,481,97.2756833333,4.345703125,3.583984375,2.3486328125
5841543,890,733,480,97.35905,4.345703125,3.5791015625,2.34375
5846544,890,733,481,97.4424,4.345703125,3.5791015625,2.3486328125
5851545,890,733,487,97.52575,4.345703125,3.5791015625,2.3779296875
5856547,890,733,480,97.6091166667,4.345703125,3.5791015625,2.34375
5861549,890,733,480,97.6924833333,4.345703125,3.5791015625,2.34375
5866550,890,733,480,97.7758333333,4.345703125,3.5791015625,2.34375
5871551,889,733,486,97.8591833333,4.3408203125,3.5791015625,2.373046875
5876552,889,733,486,97.9425333333,4.3408203125,3.5791015625,2.373046875
5881553,889,733,487,98.0258833333,4.3408203125,3.5791015625,2.3779296875
5886555,889,733,485,98.10925,4.3408203125,3.5791015625,2.3681640625
5891556,890,733,485,98.1926,4.345703125,3.5791015625,2.3681640625
5896557,889,733,479,98.27595,4.3408203125,3.5791015625,2.3388671875
5901559,889,733,479,98.3593166667,4.3408203125,3.5791015625,2.3388671875
5906561,888,733,486,98.4426833333,4.3359375,3.5791015625,2.373046875
5911562,888,733,479,98.5260333333,4.3359375,3.5791015625,2.3388671875
5916563,888,733,484,98.6093833333,4.3359375,3.5791015625,2.36328125
5921564,889,733,485,98.6927333333,4.3408203125,3.5791015625,2.3681640625
5926565,888,732,478,98.7760833333,4.3359375,3.57421875,2.333984375
5931567,888,732,477,98.85945,4.3359375,3.57421875,2.3291015625
5936568,888,732,478,98.9428,4.3359375,3.57421875,2.333984375
5941569,889,732,477,99.02615,4.3408203125,3.57421875,2.3291015625
5946571,888,732,484,99.1095166667,4.3359375,3.57421875,2.36328125
5951572,888,732,482,99.1928666667,4.3359375,3.57421875,2.353515625
5956574,888,732,477,99.2762333333,4.3359375,3.57421875,2.3291015625
5961575,888,732,477,99.3595833333,4.3359375,3.57421875,2.3291015625
5966576,888,732,479,99.4429333333,4.3359375,3.57421875,2.3388671875
5971577,888,732,476,99.5262833333,4.3359375,3.57421875,2.32421875
5976579,887,732,476,99.60965,4.3310546875,3.57421875,2.32421875
5981580,888,732,475,99.693,4.3359375,3.57421875,2.3193359375
5986581,888,732,476,99.77635,4.3359375,3.57421875,2.32421875
5991583,888,732,476,99.8597166667,4.3359375,3.57421875,2.32421875
5996584,887,732,476,99.9430666667,4.3310546875,3.57421875,2.32421875
6001586,887,732,475,100.0264333333,4.3310546875,3.57421875,2.3193359375
6006587,887,732,482,100.1097833333,4.3310546875,3.57421875,2.353515625
6011588,887,732,478,100.1931333333,4.3310546875,3.57421875,2.333984375
6016589,887,732,475,100.2764833333,4.3310546875,3.57421875,2.3193359375
6021591,887,732,482,100.35985,4.3310546875,3.57421875,2.353515625
6026592,888,731,475,100.4432,4.3359375,3.5693359375,2.3193359375
6031593,887,732,480,100.52655,4.3310546875,3.57421875,2.34375
6036594,887,732,474,100.6099,4.3310546875,3.57421875,2.314453125
6041596,887,732,474,100.6932666667,4.3310546875,3.57421875,2.314453125
6046598,886,731,474,100.7766333333,4.326171875,3.5693359375,2.314453125
6051599,887,731,474,100.8599833333,4.3310546875,3.5693359375,2.314453125
6056600,887,731,474,100.9433333333,4.3310546875,3.5693359375,2.314453125
6061601,887,731,479,101.0266833333,4.3310546875,3.5693359375,2.3388671875
6066603,887,732,480,101.11005,4.3310546875,3.57421875,2.34375
6071604,886,732,479,101.1934,4.326171875,3.57421875,2.3388671875
6076605,887,731,479,101.27675,4.3310546875,3.5693359375,2.3388671875
6081606,886,731,473,101.3601,4.326171875,3.5693359375,2.3095703125
6086608,886,731,473,101.4434666667,4.326171875,3.5693359375,2.3095703125
6091610,886,731,472,101.5268333333,4.326171875,3.5693359375,2.3046875
6096611,886,731,472,101.6101833333,4.326171875,3.5693359375,2.3046875
6101612,886,731,472,101.6935333333,4.326171875,3.5693359375,2.3046875
6106613,886,731,472,101.7768833333,4.326171875,3.5693359375,2.3046875
6111614,885,730,472,101.8602333333,4.3212890625,3.564453125,2.3046875
6116616,886,731,472,101.9436,4.326171875,3.5693359375,2.3046875
6121617,886,731,471,102.02695,4.326171875,3.5693359375,2.2998046875
6126618,886,730,471,102.1103,4.326171875,3.564453125,2.2998046875
6131620,885,730,471,102.1936666667,4.3212890625,3.564453125,2.2998046875
6136622,885,731,476,102.2770333333,4.3212890625,3.5693359375,2.32421875
6141623,885,731,471,102.3603833333,4.3212890625,3.5693359375,2.2998046875
6146624,885,731,471,102.4437333333,4.3212890625,3.5693359375,2.2998046875
6151625,885,730,476,102.5270833333,4.3212890625,3.564453125,2.32421875
6156626,884,731,471,102.6104333333,4.31640625,3.5693359375,2.2998046875
6161628,885,730,470,102.6938,4.3212890625,3.564453125,2.294921875
6166629,885,730,475,102.77715,4.3212890625,3.564453125,2.3193359375
6171630,885,730,471,102.8605,4.3212890625,3.564453125,2.2998046875
6176632,885,731,470,102.9438666667,4.3212890625,3.5693359375,2.294921875
6181634,884,730,477,103.0272333333,4.31640625,3.564453125,2.3291015625
6186635,884,730,469,103.1105833333,4.31640625,3.564453125,2.2900390625
6191636,885,730,476,103.1939333333,4.3212890625,3.564453125,2.32421875
6196637,884,730,470,103.2772833333,4.31640625,3.564453125,2.294921875
6201638,884,730,470,103.3606333333,4.31640625,3.564453125,2.294921875
6206640,884,730,469,103.444,4.31640625,3.564453125,2.2900390625
6211641,884,730,471,103.52735,4.31640625,3.564453125,2.2998046875
6216642,884,730,474,103.6107,4.31640625,3.564453125,2.314453125
6221643,884,730,474,103.69405,4.31640625,3.564453125,2.314453125
6226646,884,730,469,103.7774333333,4.31640625,3.564453125,2.2900390625
6231647,883,730,474,103.8607833333,4.3115234375,3.564453125,2.314453125
6236648,884,729,474,103.9441333333,4.31640625,3.5595703125,2.314453125
6241649,883,730,468,104.0274833333,4.3115234375,3.564453125,2.28515625
6246650,884,730,468,104.1108333333,4.31640625,3.564453125,2.28515625
6251652,884,729,468,104.1942,4.31640625,3.5595703125,2.28515625
6256653,884,730,468,104.27755,4.31640625,3.564453125,2.28515625
6261654,883,729,473,104.3609,4.3115234375,3.5595703125,2.3095703125
6266655,883,729,468,104.44425,4.3115234375,3.5595703125,2.28515625
6271657,883,729,468,104.5276166667,4.3115234375,3.5595703125,2.28515625
6276659,884,729,467,104.6109833333,4.31640625,3.5595703125,2.2802734375
6281660,883,729,469,104.6943333333,4.3115234375,3.5595703125,2.2900390625
6286661,883,729,472,104.7776833333,4.3115234375,3.5595703125,2.3046875
6291662,883,729,466,104.8610333333,4.3115234375,3.5595703125,2.275390625
6296664,883,729,472,104.9444,4.3115234375,3.5595703125,2.3046875
6301665,883,729,467,105.02775,4.3115234375,3.5595703125,2.2802734375
6306666,882,729,466,105.1111,4.306640625,3.5595703125,2.275390625
6311667,882,729,467,105.19445,4.306640625,3.5595703125,2.2802734375
6316669,882,729,466,105.2778166667,4.306640625,3.5595703125,2.275390625
6321671,883,729,465,105.3611833333,4.3115234375,3.5595703125,2.2705078125
6326672,882,728,466,105.4445333333,4.306640625,3.5546875,2.275390625
6331673,882,729,472,105.5278833333,4.306640625,3.5595703125,2.3046875
6336674,882,729,466,105.6112333333,4.306640625,3.5595703125,2.275390625
6341676,882,728,466,105.6946,4.306640625,3.5546875,2.275390625
6346677,882,729,466,105.77795,4.306640625,3.5595703125,2.275390625
6351678,882,729,465,105.8613,4.306640625,3.5595703125,2.2705078125
6356679,883,728,465,105.94465,4.3115234375,3.5546875,2.2705078125
6361681,882,728,465,106.0280166667,4.306640625,3.5546875,2.2705078125
6366683,882,728,469,106.1113833333,4.306640625,3.5546875,2.2900390625
6371684,882,728,465,106.1947333333,4.306640625,3.5546875,2.2705078125
6376685,881,728,465,106.2780833333,4.3017578125,3.5546875,2.2705078125
6381686,881,728,464,106.3614333333,4.3017578125,3.5546875,2.265625
6386688,882,728,464,106.4448,4.306640625,3.5546875,2.265625
6391689,881,728,464,106.52815,4.3017578125,3.5546875,2.265625
6396690,882,728,469,106.6115,4.306640625,3.5546875,2.2900390625
6401691,881,728,464,106.69485,4.3017578125,3.5546875,2.265625
6406692,881,728,464,106.7782,4.3017578125,3.5546875,2.265625
6411695,881,728,468,106.8615833333,4.3017578125,3.5546875,2.28515625
6416696,881,728,464,106.9449333333,4.3017578125,3.5546875,2.265625
6421697,881,728,468,107.0282833333,4.3017578125,3.5546875,2.28515625
6426698,881,728,464,107.1116333333,4.3017578125,3.5546875,2.265625
6431699,880,728,469,107.1949833333,4.296875,3.5546875,2.2900390625
6436701,881,727,463,107.27835,4.3017578125,3.5498046875,2.2607421875
6441702,881,727,467,107.3617,4.3017578125,3.5498046875,2.2802734375
6446703,881,727,462,107.44505,4.3017578125,3.5498046875,2.255859375
6451704,881,727,463,107.5284,4.3017578125,3.5498046875,2.2607421875
6456707,880,727,468,107.6117833333,4.296875,3.5498046875,2.28515625
6461708,880,727,463,107.6951333333,4.296875,3.5498046875,2.2607421875
6466709,880,727,462,107.7784833333,4.296875,3.5498046875,2.255859375
6471710,880,727,462,107.8618333333,4.296875,3.5498046875,2.255859375
6476711,880,727,462,107.9451833333,4.296875,3.5498046875,2.255859375
6481713,880,727,462,108.02855,4.296875,3.5498046875,2.255859375
6486714,880,726,463,108.1119,4.296875,3.544921875,2.2607421875
6491715,880,727,461,108.19525,4.296875,3.5498046875,2.2509765625
6496716,880,727,467,108.2786,4.296875,3.5498046875,2.2802734375
6501719,880,727,462,108.3619833333,4.296875,3.5498046875,2.255859375
6506720,880,727,461,108.4453333333,4.296875,3.5498046875,2.2509765625
6511721,880,727,461,108.5286833333,4.296875,3.5498046875,2.2509765625
6516722,880,727,465,108.6120333333,4.296875,3.5498046875,2.2705078125
6521723,880,727,461,108.6953833333,4.296875,3.5498046875,2.2509765625
6526725,879,726,461,108.77875,4.2919921875,3.544921875,2.2509765625
6531726,879,727,461,108.8621,4.2919921875,3.5498046875,2.2509765625
6536727,879,726,460,108.94545,4.2919921875,3.544921875,2.24609375
6541728,880,726,461,109.0288,4.296875,3.544921875,2.2509765625
6546729,879,727,460,109.11215,4.2919921875,3.5498046875,2.24609375
6551732,879,726,460,109.1955333333,4.2919921875,3.544921875,2.24609375
6556733,879,726,464,109.2788833333,4.2919921875,3.544921875,2.265625
6561734,879,726,466,109.3622333333,4.2919921875,3.544921875,2.275390625
6566735,879,726,460,109.4455833333,4.2919921875,3.544921875,2.24609375
6571737,879,726,465,109.52895,4.2919921875,3.544921875,2.2705078125
6576738,878,726,460,109.6123,4.287109375,3.544921875,2.24609375
6581739,879,726,466,109.69565,4.2919921875,3.544921875,2.275390625
6586740,879,726,460,109.779,4.2919921875,3.544921875,2.24609375
6591741,878,726,465,109.86235,4.287109375,3.544921875,2.2705078125
6596744,878,726,465,109.9457333333,4.287109375,3.544921875,2.2705078125
6601745,878,726,459,110.0290833333,4.287109375,3.544921875,2.2412109375
6606746,878,726,464,110.1124333333,4.287109375,3.544921875,2.265625
6611747,878,726,464,110.1957833333,4.287109375,3.544921875,2.265625
6616749,878,726,459,110.27915,4.287109375,3.544921875,2.2412109375
6621750,878,725,459,110.3625,4.287109375,3.5400390625,2.2412109375
6626751,878,725,459,110.44585,4.287109375,3.5400390625,2.2412109375
6631752,878,726,459,110.5292,4.287109375,3.544921875,2.2412109375
6636753,878,726,458,110.61255,4.287109375,3.544921875,2.236328125
6641756,878,725,463,110.6959333333,4.287109375,3.5400390625,2.2607421875
6646757,877,725,464,110.7792833333,4.2822265625,3.5400390625,2.265625
6651758,878,725,458,110.8626333333,4.287109375,3.5400390625,2.236328125
6656759,877,726,458,110.9459833333,4.2822265625,3.544921875,2.236328125
6661761,877,725,458,111.02935,4.2822265625,3.5400390625,2.236328125
6666762,877,725,458,111.1127,4.2822265625,3.5400390625,2.236328125
6671763,877,725,458,111.19605,4.2822265625,3.5400390625,2.236328125
6676764,877,725,457,111.2794,4.2822265625,3.5400390625,2.2314453125
6681765,877,725,463,111.36275,4.2822265625,3.5400390625,2.2607421875
6686768,878,725,457,111.4461333333,4.287109375,3.5400390625,2.2314453125
6691769,877,725,457,111.5294833333,4.2822265625,3.5400390625,2.2314453125
6696770,876,725,457,111.6128333333,4.27734375,3.5400390625,2.2314453125
6701771,877,725,457,111.6961833333,4.2822265625,3.5400390625,2.2314453125
6706772,877,725,457,111.7795333333,4.2822265625,3.5400390625,2.2314453125
6711774,876,725,456,111.8629,4.27734375,3.5400390625,2.2265625
6716775,876,725,457,111.94625,4.27734375,3.5400390625,2.2314453125
6721776,876,725,457,112.0296,4.27734375,3.5400390625,2.2314453125
6726777,876,725,456,112.11295,4.27734375,3.5400390625,2.2265625
6731779,876,724,456,112.1963166667,4.27734375,3.53515625,2.2265625
6736781,876,725,457,112.2796833333,4.27734375,3.5400390625,2.2314453125
6741782,876,724,456,112.3630333333,4.27734375,3.53515625,2.2265625
6746783,876,725,461,112.4463833333,4.27734375,3.5400390625,2.2509765625
6751784,876,725,456,112.5297333333,4.27734375,3.5400390625,2.2265625
6756786,876,724,456,112.6131,4.27734375,3.53515625,2.2265625
6761787,876,724,456,112.69645,4.27734375,3.53515625,2.2265625
6766788,876,724,456,112.7798,4.27734375,3.53515625,2.2265625
6771789,876,724,455,112.86315,4.27734375,3.53515625,2.2216796875
6776791,875,725,461,112.9465166667,4.2724609375,3.5400390625,2.2509765625
6781793,875,724,459,113.0298833333,4.2724609375,3.53515625,2.2412109375
6786794,876,725,455,113.1132333333,4.27734375,3.5400390625,2.2216796875
6791795,875,724,456,113.1965833333,4.2724609375,3.53515625,2.2265625
6796796,875,724,455,113.2799333333,4.2724609375,3.53515625,2.2216796875
6801798,875,724,455,113.3633,4.2724609375,3.53515625,2.2216796875
6806799,876,724,455,113.44665,4.27734375,3.53515625,2.2216796875
6811800,875,724,455,113.53,4.2724609375,3.53515625,2.2216796875
6816801,875,724,454,113.61335,4.2724609375,3.53515625,2.216796875
6821803,875,724,459,113.6967166667,4.2724609375,3.53515625,2.2412109375
6826805,874,724,460,113.7800833333,4.267578125,3.53515625,2.24609375
6831806,875,724,454,113.8634333333,4.2724609375,3.53515625,2.216796875
6836807,874,724,453,113.9467833333,4.267578125,3.53515625,2.2119140625
6841808,875,724,454,114.0301333333,4.2724609375,3.53515625,2.216796875
6846810,874,724,457,114.1135,4.267578125,3.53515625,2.2314453125
6851811,874,724,454,114.19685,4.267578125,3.53515625,2.216796875
6856812,874,724,458,114.2802,4.267578125,3.53515625,2.236328125
6861813,874,723,454,114.36355,4.267578125,3.5302734375,2.216796875
6866814,874,723,453,114.4469,4.267578125,3.5302734375,2.2119140625
6871816,874,723,453,114.5302666667,4.267578125,3.5302734375,2.2119140625
6876818,874,723,454,114.6136333333,4.267578125,3.5302734375,2.216796875
6881819,874,723,453,114.6969833333,4.267578125,3.5302734375,2.2119140625
6886820,874,723,453,114.7803333333,4.267578125,3.5302734375,2.2119140625
6891822,874,723,453,114.8637,4.267578125,3.5302734375,2.2119140625
6896823,874,723,453,114.94705,4.267578125,3.5302734375,2.2119140625
6901824,873,723,453,115.0304,4.2626953125,3.5302734375,2.2119140625
6906825,873,723,453,115.11375,4.2626953125,3.5302734375,2.2119140625
6911826,873,723,458,115.1971,4.2626953125,3.5302734375,2.236328125
6916828,873,723,457,115.2804666667,4.2626953125,3.5302734375,2.2314453125
6921830,873,723,458,115.3638333333,4.2626953125,3.5302734375,2.236328125
6926831,873,723,452,115.4471833333,4.2626953125,3.5302734375,2.20703125
6931832,873,723,453,115.5305333333,4.2626953125,3.5302734375,2.2119140625
6936834,873,723,452,115.6139,4.2626953125,3.5302734375,2.20703125
6941835,873,723,457,115.69725,4.2626953125,3.5302734375,2.2314453125
6946836,873,723,452,115.7806,4.2626953125,3.5302734375,2.20703125
6951837,873,723,451,115.86395,4.2626953125,3.5302734375,2.2021484375
6956838,872,723,456,115.9473,4.2578125,3.5302734375,2.2265625
6961840,872,723,452,116.0306666667,4.2578125,3.5302734375,2.20703125
6966842,872,723,452,116.1140333333,4.2578125,3.5302734375,2.20703125
6971843,872,723,457,116.1973833333,4.2578125,3.5302734375,2.2314453125
6976844,872,723,451,116.2807333333,4.2578125,3.5302734375,2.2021484375
6981846,872,722,455,116.3641,4.2578125,3.525390625,2.2216796875
6986847,872,722,456,116.44745,4.2578125,3.525390625,2.2265625
6991848,872,722,451,116.5308,4.2578125,3.525390625,2.2021484375
6996849,871,723,451,116.61415,4.2529296875,3.5302734375,2.2021484375
7001850,872,722,451,116.6975,4.2578125,3.525390625,2.2021484375
7006852,872,722,451,116.7808666667,4.2578125,3.525390625,2.2021484375
7011853,872,722,451,116.8642166667,4.2578125,3.525390625,2.2021484375
7016855,871,722,451,116.9475833333,4.2529296875,3.525390625,2.2021484375
7021856,872,722,456,117.0309333333,4.2578125,3.525390625,2.2265625
7026857,871,722,450,117.1142833333,4.2529296875,3.525390625,2.197265625
7031859,871,722,450,117.19765,4.2529296875,3.525390625,2.197265625
7036860,870,721,451,117.281,4.248046875,3.5205078125,2.2021484375
7041861,871,722,455,117.36435,4.2529296875,3.525390625,2.2216796875
7046862,871,722,455,117.4477,4.2529296875,3.525390625,2.2216796875
7051864,870,721,450,117.5310666667,4.248046875,3.5205078125,2.197265625
7056865,871,722,450,117.6144166667,4.2529296875,3.525390625,2.197265625
7061867,871,722,449,117.6977833333,4.2529296875,3.525390625,2.1923828125
7066868,871,722,454,117.7811333333,4.2529296875,3.525390625,2.216796875
7071869,870,721,453,117.8644833333,4.248046875,3.5205078125,2.2119140625
7076871,870,722,449,117.94785,4.248046875,3.525390625,2.1923828125
7081872,870,722,449,118.0312,4.248046875,3.525390625,2.1923828125
7086873,870,722,449,118.11455,4.248046875,3.525390625,2.1923828125
7091874,870,721,453,118.1979,4.248046875,3.5205078125,2.2119140625
7096876,870,721,454,118.2812666667,4.248046875,3.5205078125,2.216796875
7101877,870,721,449,118.3646166667,4.248046875,3.5205078125,2.1923828125
7106879,870,721,449,118.4479833333,4.248046875,3.5205078125,2.1923828125
7111880,870,721,449,118.5313333333,4.248046875,3.5205078125,2.1923828125
7116881,870,721,449,118.6146833333,4.248046875,3.5205078125,2.1923828125
7121883,869,721,448,118.69805,4.2431640625,3.5205078125,2.1875
7126884,870,721,454,118.7814,4.248046875,3.5205078125,2.216796875
7131885,869,721,453,118.86475,4.2431640625,3.5205078125,2.2119140625
7136886,870,721,448,118.9481,4.248046875,3.5205078125,2.1875
7141888,869,721,448,119.0314666667,4.2431640625,3.5205078125,2.1875
7146889,869,721,448,119.1148166667,4.2431640625,3.5205078125,2.1875
7151891,869,720,448,119.1981833333,4.2431640625,3.515625,2.1875
7156892,868,721,448,119.2815333333,4.23828125,3.5205078125,2.1875
7161893,869,721,448,119.3648833333,4.2431640625,3.5205078125,2.1875
7166895,868,721,447,119.44825,4.23828125,3.5205078125,2.1826171875
7171896,869,721,448,119.5316,4.2431640625,3.5205078125,2.1875
7176897,869,720,448,119.61495,4.2431640625,3.515625,2.1875
7181898,868,720,451,119.6983,4.23828125,3.515625,2.2021484375
7186899,868,721,452,119.78165,4.23828125,3.5205078125,2.20703125
7191901,868,721,448,119.8650166667,4.23828125,3.5205078125,2.1875
7196902,868,720,450,119.9483666667,4.23828125,3.515625,2.197265625
7201904,868,720,447,120.0317333333,4.23828125,3.515625,2.1826171875
7206905,867,720,450,120.1150833333,4.2333984375,3.515625,2.197265625
7211907,868,720,446,120.19845,4.23828125,3.515625,2.177734375
7216908,868,720,447,120.2818,4.23828125,3.515625,2.1826171875
7221909,867,720,446,120.36515,4.2333984375,3.515625,2.177734375
7226910,868,720,446,120.4485,4.23828125,3.515625,2.177734375
7231911,867,720,447,120.53185,4.2333984375,3.515625,2.1826171875
7236913,868,720,446,120.6152166667,4.23828125,3.515625,2.177734375
7241914,867,720,447,120.6985666667,4.2333984375,3.515625,2.1826171875
7246916,867,720,446,120.7819333333,4.2333984375,3.515625,2.177734375
7251917,867,720,447,120.8652833333,4.2333984375,3.515625,2.1826171875
7256919,867,720,446,120.94865,4.2333984375,3.515625,2.177734375
7261920,867,720,446,121.032,4.2333984375,3.515625,2.177734375
7266921,867,720,446,121.11535,4.2333984375,3.515625,2.177734375
7271922,867,720,446,121.1987,4.2333984375,3.515625,2.177734375
7276923,867,719,445,121.28205,4.2333984375,3.5107421875,2.1728515625
7281925,866,719,445,121.3654166667,4.228515625,3.5107421875,2.1728515625
7286926,866,719,445,121.4487666667,4.228515625,3.5107421875,2.1728515625
7291928,866,720,445,121.5321333333,4.228515625,3.515625,2.1728515625
7296929,866,720,446,121.6154833333,4.228515625,3.515625,2.177734375
7301931,866,719,445,121.69885,4.228515625,3.5107421875,2.1728515625
7306932,866,719,450,121.7822,4.228515625,3.5107421875,2.197265625
7311933,866,719,445,121.86555,4.228515625,3.5107421875,2.1728515625
7316934,866,719,445,121.9489,4.228515625,3.5107421875,2.1728515625
7321935,866,719,445,122.03225,4.228515625,3.5107421875,2.1728515625
7326937,865,719,445,122.1156166667,4.2236328125,3.5107421875,2.1728515625
7331938,866,719,448,122.1989666667,4.228515625,3.5107421875,2.1875
7336939,866,719,444,122.2823166667,4.228515625,3.5107421875,2.16796875
7341941,865,719,450,122.3656833333,4.2236328125,3.5107421875,2.197265625
7346942,865,719,444,122.4490333333,4.2236328125,3.5107421875,2.16796875
7351944,865,719,444,122.5324,4.2236328125,3.5107421875,2.16796875
7356945,865,719,444,122.61575,4.2236328125,3.5107421875,2.16796875
7361946,864,719,444,122.6991,4.21875,3.5107421875,2.16796875
7366947,865,718,444,122.78245,4.2236328125,3.505859375,2.16796875
7371949,865,719,448,122.8658166667,4.2236328125,3.5107421875,2.1875
7376950,865,719,444,122.9491666667,4.2236328125,3.5107421875,2.16796875
7381951,865,719,443,123.0325166667,4.2236328125,3.5107421875,2.1630859375
7386953,864,719,443,123.1158833333,4.21875,3.5107421875,2.1630859375
7391954,864,719,444,123.1992333333,4.21875,3.5107421875,2.16796875
7396956,865,719,443,123.2826,4.2236328125,3.5107421875,2.1630859375
7401957,864,719,446,123.36595,4.21875,3.5107421875,2.177734375
7406958,864,718,443,123.4493,4.21875,3.505859375,2.1630859375
7411959,864,719,443,123.53265,4.21875,3.5107421875,2.1630859375
7416961,864,718,443,123.6160166667,4.21875,3.505859375,2.1630859375
7421962,864,719,443,123.6993666667,4.21875,3.5107421875,2.1630859375
7426963,864,719,443,123.7827166667,4.21875,3.5107421875,2.1630859375
7431965,864,718,443,123.8660833333,4.21875,3.505859375,2.1630859375
7436966,864,718,442,123.9494333333,4.21875,3.505859375,2.158203125
7441968,864,718,447,124.0328,4.21875,3.505859375,2.1826171875
7446969,864,718,443,124.11615,4.21875,3.505859375,2.1630859375
7451970,864,718,445,124.1995,4.21875,3.505859375,2.1728515625
7456971,863,718,442,124.28285,4.2138671875,3.505859375,2.158203125
7461972,863,718,442,124.3662,4.2138671875,3.505859375,2.158203125
7466974,863,718,446,124.4495666667,4.2138671875,3.505859375,2.177734375
7471975,863,718,442,124.5329166667,4.2138671875,3.505859375,2.158203125
7476977,863,718,442,124.6162833333,4.2138671875,3.505859375,2.158203125
7481978,863,718,442,124.6996333333,4.2138671875,3.505859375,2.158203125
7486980,863,718,444,124.783,4.2138671875,3.505859375,2.16796875
7491981,863,718,446,124.86635,4.2138671875,3.505859375,2.177734375
7496982,863,718,445,124.9497,4.2138671875,3.505859375,2.1728515625
7501983,863,718,446,125.03305,4.2138671875,3.505859375,2.177734375
7506984,862,717,441,125.1164,4.208984375,3.5009765625,2.1533203125
7511986,863,718,442,125.1997666667,4.2138671875,3.505859375,2.158203125
7516987,862,718,442,125.2831166667,4.208984375,3.505859375,2.158203125
7521988,862,717,441,125.3664666667,4.208984375,3.5009765625,2.1533203125
7526990,862,717,447,125.4498333333,4.208984375,3.5009765625,2.1826171875
7531992,862,718,441,125.5332,4.208984375,3.505859375,2.1533203125
7536993,862,718,441,125.61655,4.208984375,3.505859375,2.1533203125
7541994,861,717,441,125.6999,4.2041015625,3.5009765625,2.1533203125
7546995,862,717,444,125.78325,4.208984375,3.5009765625,2.16796875
7551996,861,717,441,125.8666,4.2041015625,3.5009765625,2.1533203125
7556998,862,717,441,125.9499666667,4.208984375,3.5009765625,2.1533203125
7561999,861,717,441,126.0333166667,4.2041015625,3.5009765625,2.1533203125
7567000,861,717,441,126.1166666667,4.2041015625,3.5009765625,2.1533203125
7572002,861,717,440,126.2000333333,4.2041015625,3.5009765625,2.1484375
7577004,861,717,440,126.2834,4.2041015625,3.5009765625,2.1484375
7582005,861,717,441,126.36675,4.2041015625,3.5009765625,2.1533203125
7587006,861,717,444,126.4501,4.2041015625,3.5009765625,2.16796875
7592007,861,717,445,126.53345,4.2041015625,3.5009765625,2.1728515625
7597008,860,717,444,126.6168,4.19921875,3.5009765625,2.16796875
7602010,860,717,440,126.7001666667,4.19921875,3.5009765625,2.1484375
7607011,860,717,440,126.7835166667,4.19921875,3.5009765625,2.1484375
7612012,860,717,440,126.8668666667,4.19921875,3.5009765625,2.1484375
7617014,860,717,440,126.9502333333,4.19921875,3.5009765625,2.1484375
